GameID,Squad,Season,Competition,GameType,Opposition,Home/Away,PF,PA,Result,Captain,VC1,VC2,Number,Player,Position,PositionType
Uckfield (A),2nd,2023/24,Friendly,Friendly,Uckfield,A,32,26,W,Mark Oliver,,,7,Jules Jardim,Back Row,Forwards
Shoreham (H),2nd,2023/24,Counties 4 Sussex,League,Shoreham,H,63,0,W,Ben Watkinson,Jack Andrews,,7,Harrison Berry,Back Row,Forwards
Holbrook (A),2nd,2023/24,Counties 4 Sussex,League,Holbrook,A,52,19,W,Ryan Morlen,Tim Morris,,7,Rory Evans,Back Row,Forwards
St Francis (H),2nd,2023/24,Counties 4 Sussex,League,St Francis,H,24,7,W,Mark Oliver,Tim Morris,,7,Rory Evans,Back Row,Forwards
Newick (A),2nd,2023/24,Counties 4 Sussex,League,Newick,A,25,10,W,Ben Watkinson,Jack Andrews,,7,Rory Evans,Back Row,Forwards
Uckfield (A)2,2nd,2023/24,Counties 4 Sussex,League,Uckfield,A,80,0,W,Ben Watkinson,Mark Oliver,,7,Tom Byron,Back Row,Forwards
Hellingly (H),2nd,2023/24,Counties 4 Sussex,League,Hellingly,H,34,0,W,Ben Watkinson,James Funnell,,7,Rory Evans,Back Row,Forwards
Shoreham (A),2nd,2023/24,Friendly,Friendly,Shoreham,A,36,14,W,Ben Watkinson,Archie Vickers,,7,Tom Byron,Back Row,Forwards
Heathfield & Waldron (H),2nd,2023/24,Counties 4 Sussex,League,Heathfield & Waldron,H,20,10,W,Ben Watkinson,,,7,Rory Evans,Back Row,Forwards
Crowborough (H),2nd,2023/24,Counties 4 Sussex,League,Crowborough,H,10,7,W,Ben Watkinson,Max Crawley-Moore,,7,Rory Evans,Back Row,Forwards
Hellingly (A),2nd,2023/24,Counties 4 Sussex,League,Hellingly,A,48,14,W,Max Crawley-Moore,,,7,Tom Byron,Back Row,Forwards
Newick (H),2nd,2023/24,Counties 4 Sussex,League,Newick,H,31,7,W,Ben Watkinson,Max Crawley-Moore,,7,Ky Oliveira,Back Row,Forwards
West Sussex Emergency Services (H),2nd,2023/24,Friendly,Friendly,West Sussex Emergency Services,H,7,0,W,,,,7,Rory Evans,Back Row,Forwards
Littlehampton (A),2nd,2023/24,Counties 4 Sussex,League,Littlehampton,A,43,5,W,Ben Watkinson,Max Crawley-Moore,,7,Harrison Griffiths,Back Row,Forwards
Midhurst (A),2nd,2023/24,Counties 4 Sussex,League,Midhurst,A,29,17,W,Ben Watkinson,Max Crawley-Moore,,7,Josh Weaver,Back Row,Forwards
Warlingham (H),2nd,2024/25,Friendly,Friendly,Warlingham,H,24,21,W,Pete Morley,George Beet,Sam Lindsay-McCall,7,Harrison Berry,Back Row,Forwards
Haywards Heath (H),2nd,2024/25,Counties 3 Sussex,League,Haywards Heath,H,53,5,W,George Beet,,,7,Harrison Berry,Back Row,Forwards
Barns Green (H),2nd,2024/25,Counties 3 Sussex,League,Barns Green,H,24,31,L,Tim Morris,,,7,Greg Brack,Back Row,Forwards
Jersey Royals (A),2nd,2024/25,Counties 3 Sussex,League,Jersey Royals,A,18,31,L,,,,7,Harrison Berry,Back Row,Forwards
Eastbourne (H),2nd,2024/25,Counties 3 Sussex,League,Eastbourne,H,29,22,W,John Peaty,,,7,Tom Byron,Back Row,Forwards
Eastbourne (A),2nd,2024/25,Friendly,Friendly,Eastbourne,A,26,19,W,Pete Morley,,,7,Tom Byron,Back Row,Forwards
Old Rutlishians (H),2nd,2024/25,Friendly,Friendly,Old Rutlishians,H,7,24,L,Pete Morley,,,7,Tom Byron,Back Row,Forwards
Newick (A),2nd,2024/25,Counties 3 Sussex,League,Newick,A,27,10,W,Pete Morley,,,7,Oscar Staples,Back Row,Forwards
Horsham (A),2nd,2024/25,Counties 3 Sussex,League,Horsham,A,7,41,L,Pete Morley,,,7,Dan Arnold,Back Row,Forwards
Barns Green (A),2nd,2024/25,Counties 3 Sussex,League,Barns Green,A,0,27,L,Pete Morley,,,7,Harrison Berry,Back Row,Forwards
Haywards Heath (A),2nd,2024/25,Counties 3 Sussex,League,Haywards Heath,A,5,26,L,George Beet,,,7,Sam McCarthy,Back Row,Forwards
Burgess Hill (H),2nd,2024/25,Counties 3 Sussex,League,Burgess Hill,H,15,8,W,Max Crawley-Moore,,,7,Harrison Berry,Back Row,Forwards
Eastbourne (A)2,2nd,2024/25,Counties 3 Sussex,League,Eastbourne,A,10,35,L,Max Crawley-Moore,,,7,Harrison Berry,Back Row,Forwards
Jersey Royals (H),2nd,2024/25,Counties 3 Sussex,League,Jersey Royals,H,27,17,W,Rory Evans,,,7,Greg Brack,Back Row,Forwards
Crawley (H),1st,2021/22,Friendly,Friendly,Crawley,H,34,12,W,Jack Andrews,James Funnell,,8,Alex Jackson,Back Row,Forwards
University of Brighton (A),1st,2021/22,Friendly,Friendly,University of Brighton,A,0,43,L,Jack Andrews,James Funnell,,8,Alex Jackson,Back Row,Forwards
Metropolitan Police (H),1st,2021/22,Friendly,Friendly,Metropolitan Police,H,29,28,W,Jack Andrews,,,8,Archie Vickers,Back Row,Forwards
London Irish (A),1st,2021/22,Friendly,Friendly,London Irish,A,10,33,L,Jack Andrews,Sam Lindsay-McCall,,8,Archie Vickers,Back Row,Forwards
Horsham (A),1st,2021/22,Friendly,Friendly,Horsham,A,26,56,L,Jack Andrews,James Funnell,,8,Dan Billin,Back Row,Forwards
Purley John Fisher (H),1st,2021/22,Friendly,Friendly,Purley John Fisher,H,19,33,L,Jack Andrews,James Funnell,,8,Dan Billin,Back Row,Forwards
Eastbourne (H),1st,2021/22,Sussex 1,League,Eastbourne,H,47,0,W,Jack Andrews,,,8,Archie Vickers,Back Row,Forwards
Hellingly (A),1st,2021/22,Sussex 1,League,Hellingly,A,27,12,W,Jack Andrews,James Funnell,,8,Dan Billin,Back Row,Forwards
Burgess Hill (H),1st,2021/22,Sussex 1,League,Burgess Hill,H,64,15,W,Jack Andrews,James Funnell,,8,Dan Billin,Back Row,Forwards
Lewes (H),1st,2021/22,Sussex 1,League,Lewes,H,87,10,W,Max Crawley-Moore,,,8,Alex Jackson,Back Row,Forwards
Uckfield (H),1st,2021/22,Sussex 1,League,Uckfield,H,43,0,W,Max Crawley-Moore,John Peaty,,8,Alex Jackson,Back Row,Forwards
Seaford (A),1st,2021/22,Sussex 1,League,Seaford,A,36,21,W,Max Crawley-Moore,John Peaty,,8,Connor Leggat,Back Row,Forwards
Horsham (H),1st,2021/22,Friendly,Friendly,Horsham,H,44,26,W,Max Crawley-Moore,John Peaty,,8,James Busby,Back Row,Forwards
Lewes (A),1st,2021/22,Sussex 1,League,Lewes,A,36,12,W,Max Crawley-Moore,,,8,Dan Billin,Back Row,Forwards
Uckfield (A),1st,2021/22,Sussex 1,League,Uckfield,A,21,19,W,Max Crawley-Moore,,,8,Connor Leggat,Back Row,Forwards
Seaford (H),1st,2021/22,Sussex 1,League,Seaford,H,67,5,W,Max Crawley-Moore,John Peaty,,8,Connor Leggat,Back Row,Forwards
Eastbourne (A),1st,2021/22,Sussex 1,League,Eastbourne,A,36,3,W,Max Crawley-Moore,,,8,Connor Leggat,Back Row,Forwards
Burgess Hill (A),1st,2021/22,Sussex 1,League,Burgess Hill,A,64,30,W,Max Crawley-Moore,John Peaty,,8,Connor Leggat,Back Row,Forwards
Eastbourne (A)2,1st,2021/22,Sussex Cup,Cup,Eastbourne,A,35,31,W,Max Crawley-Moore,,,8,Dan Billin,Back Row,Forwards
Uckfield (H)2,1st,2021/22,Sussex Cup,Cup,Uckfield,H,57,7,W,Max Crawley-Moore,John Peaty,,8,Connor Leggat,Back Row,Forwards
Lewes (A),1st,2022/23,Counties 2 Sussex,League,Lewes,A,69,7,W,Max Crawley-Moore,,,8,Aaron Boczek,Back Row,Forwards
Uckfield (H),1st,2022/23,Counties 2 Sussex,League,Uckfield,H,58,3,W,Max Crawley-Moore,John Peaty,,8,Connor Leggat,Back Row,Forwards
Crawley (A),1st,2022/23,Counties 2 Sussex,League,Crawley,A,39,36,W,Max Crawley-Moore,John Peaty,,8,Connor Leggat,Back Row,Forwards
Shoreham (H),1st,2022/23,Counties 2 Sussex,League,Shoreham,H,70,11,W,Max Crawley-Moore,John Peaty,,8,Aaron Boczek,Back Row,Forwards
Seaford (A),1st,2022/23,Counties 2 Sussex,League,Seaford,A,62,17,W,Max Crawley-Moore,,,8,Aaron Boczek,Back Row,Forwards
Burgess Hill (H),1st,2022/23,Counties 2 Sussex,League,Burgess Hill,H,53,5,W,Max Crawley-Moore,John Peaty,,8,Connor Leggat,Back Row,Forwards
Eastbourne (A),1st,2022/23,Counties 2 Sussex,League,Eastbourne,A,15,29,L,Max Crawley-Moore,,,8,Aaron Boczek,Back Row,Forwards
Pulborough (H),1st,2022/23,Counties 2 Sussex,League,Pulborough,H,27,31,L,Max Crawley-Moore,,,8,Connor Leggat,Back Row,Forwards
Haywards Heath (A),1st,2022/23,Counties 2 Sussex,League,Haywards Heath,A,35,17,W,Max Crawley-Moore,,,8,Archie Vickers,Back Row,Forwards
Uckfield (A),1st,2022/23,Counties 2 Sussex,League,Uckfield,A,22,13,W,Max Crawley-Moore,,,8,Aaron Boczek,Back Row,Forwards
Crawley (H),1st,2022/23,Counties 2 Sussex,League,Crawley,H,75,12,W,Max Crawley-Moore,Aaron Boczek,,8,Aaron Boczek,Back Row,Forwards
Shoreham (A),1st,2022/23,Counties 2 Sussex,League,Shoreham,A,57,14,W,John Peaty,,,8,Aaron Boczek,Back Row,Forwards
Seaford (H),1st,2022/23,Counties 2 Sussex,League,Seaford,H,43,5,W,Max Crawley-Moore,,,8,Aaron Boczek,Back Row,Forwards
Burgess Hill (A),1st,2022/23,Counties 2 Sussex,League,Burgess Hill,A,63,0,W,,,,8,Aaron Boczek,Back Row,Forwards
Eastbourne (H),1st,2022/23,Counties 2 Sussex,League,Eastbourne,H,38,32,W,Max Crawley-Moore,,,8,Connor Leggat,Back Row,Forwards
Pulborough (A),1st,2022/23,Counties 2 Sussex,League,Pulborough,A,35,14,W,Max Crawley-Moore,,,8,Dan Billin,Back Row,Forwards
Haywards Heath (H),1st,2022/23,Counties 2 Sussex,League,Haywards Heath,H,54,17,W,Max Crawley-Moore,,,8,Connor Leggat,Back Row,Forwards
Old Rutlishians (A),1st,2022/23,Counties 2 Championship,League,Old Rutlishians,A,26,22,W,Max Crawley-Moore,,,8,Connor Leggat,Back Row,Forwards
Cheshunt (H),1st,2022/23,Counties 2 Championship,League,Cheshunt,H,29,25,W,Max Crawley-Moore,,,8,Aaron Boczek,Back Row,Forwards
Wensleydale (A),1st,2022/23,Counties 2 Championship,League,Wensleydale,A,21,35,L,Max Crawley-Moore,,,8,Aaron Boczek,Back Row,Forwards
Old Colfeians (H),1st,2023/24,Friendly,Friendly,Old Colfeians,H,19,36,L,Connor Leggat,Oli Billin,Sam Lindsay-McCall,8,Connor Leggat,Back Row,Forwards
Heathfield & Waldron (H),1st,2023/24,Friendly,Friendly,Heathfield & Waldron,H,0,5,L,Max Crawley-Moore,,,8,Aaron Boczek,Back Row,Forwards
Twickenham (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Twickenham,H,8,48,L,John Peaty,Dan Poulton,,8,Dan Billin,Back Row,Forwards
Trinity (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Trinity,A,27,22,W,Max Crawley-Moore,Connor Leggat,,8,Connor Leggat,Back Row,Forwards
KCS Old Boys (H),1st,2023/24,Counties 1 Surrey/Sussex,League,KCS Old Boys,H,22,26,L,Max Crawley-Moore,,,8,Aaron Boczek,Back Row,Forwards
Old Tiffinians (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Old Tiffinians,A,14,63,L,Max Crawley-Moore,Ryland Thomas,,8,Aaron Boczek,Back Row,Forwards
Kingston (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Kingston,H,20,11,W,Max Crawley-Moore,Ryland Thomas,,8,Aaron Boczek,Back Row,Forwards
Old Walcountians (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Old Walcountians,A,25,34,L,Max Crawley-Moore,Ryland Thomas,,8,Aaron Boczek,Back Row,Forwards
Teddington (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Teddington,H,10,27,L,Ryland Thomas,Dan Poulton,,8,Aaron Boczek,Back Row,Forwards
Eastbourne (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Eastbourne,A,24,26,L,Ryland Thomas,Dan Poulton,,8,Aaron Boczek,Back Row,Forwards
Horsham (A),1st,2023/24,Bob Rogers Cup,Cup,Horsham,A,20,31,L,Ryland Thomas,Oli Billin,,8,Aaron Boczek,Back Row,Forwards
Weybridge Vandals (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Weybridge Vandals,H,24,28,L,Ryland Thomas,Connor Leggat,,8,Dan Billin,Back Row,Forwards
Hove (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Hove,A,26,12,W,Ryland Thomas,Connor Leggat,,8,Aaron Boczek,Back Row,Forwards
Trinity (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Trinity,H,41,10,W,Ryland Thomas,Connor Leggat,,8,Aaron Boczek,Back Row,Forwards
KCS Old Boys (A),1st,2023/24,Counties 1 Surrey/Sussex,League,KCS Old Boys,A,28,44,L,Ryland Thomas,Connor Leggat,,8,Aaron Boczek,Back Row,Forwards
Old Tiffinians (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Old Tiffinians,H,18,39,L,Ryland Thomas,Dan Poulton,,8,Dan Billin,Back Row,Forwards
Old Walcountians (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Old Walcountians,H,38,19,W,Ryland Thomas,Dan Poulton,,8,Aaron Boczek,Back Row,Forwards
Kingston (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Kingston,A,48,7,W,Ryland Thomas,Connor Leggat,,8,Connor Leggat,Back Row,Forwards
Teddington (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Teddington,A,0,26,L,Ryland Thomas,Connor Leggat,,8,Connor Leggat,Back Row,Forwards
Eastbourne (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Eastbourne,H,15,14,W,Ryland Thomas,Connor Leggat,,8,Connor Leggat,Back Row,Forwards
Brighton 2 (A),1st,2023/24,Bob Rogers Plate,Cup,Brighton 2,A,19,13,W,Mark Oliver,Aaron Boczek,Ryland Thomas,8,Aaron Boczek,Back Row,Forwards
Weybridge Vandals (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Weybridge Vandals,A,26,71,L,Ryland Thomas,Connor Leggat,,8,Connor Leggat,Back Row,Forwards
Hove (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Hove,H,13,15,L,Connor Leggat,Aaron Boczek,Sam Musgrave,8,Connor Leggat,Back Row,Forwards
Twickenham (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Twickenham,A,10,35,L,Ryland Thomas,,,8,Aaron Boczek,Back Row,Forwards
Dover (A),1st,2023/24,Counties 1 Plate,Cup,Dover,A,42,36,W,Ryland Thomas,,,8,Connor Leggat,Back Row,Forwards
Bromley (A),1st,2023/24,Counties 1 Plate,Cup,Bromley,A,15,36,L,Ryland Thomas,,,8,Aaron Boczek,Back Row,Forwards
London Cornish (H),1st,2024/25,Counties 1 Surrey/Sussex,League,London Cornish,H,16,18,L,Ryland Thomas,Chris May-Miller,,8,Dan Billin,Back Row,Forwards
Old Haileyburians (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Old Haileyburians,A,0,60,L,Ben Tottman,,,8,Dan Billin,Back Row,Forwards
Haywards Heath (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Haywards Heath,H,24,19,W,Ryland Thomas,Chris May-Miller,,8,Dan Billin,Back Row,Forwards
Weybridge Vandals (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Weybridge Vandals,A,15,48,L,Ryland Thomas,Chris May-Miller,,8,Dan Billin,Back Row,Forwards
Hove (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Hove,H,21,34,L,Ryland Thomas,Chris May-Miller,,8,Dan Billin,Back Row,Forwards
Twickenham (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Twickenham,A,31,41,L,Ryland Thomas,,,8,Dan Billin,Back Row,Forwards
KCS Old Boys (H),1st,2024/25,Counties 1 Surrey/Sussex,League,KCS Old Boys,H,29,33,L,Ryland Thomas,Chris May-Miller,,8,Connor Leggat,Back Row,Forwards
Eastbourne (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Eastbourne,A,36,33,W,Ryland Thomas,Chris May-Miller,,8,Connor Leggat,Back Row,Forwards
Trinity (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Trinity,H,14,48,L,Ryland Thomas,,,8,Connor Leggat,Back Row,Forwards
Old Rutlishians (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Old Rutlishians,H,19,23,L,Ryland Thomas,,,8,Connor Leggat,Back Row,Forwards
Cobham (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Cobham,A,7,26,L,Ryland Thomas,Sam Spriddell,,8,Connor Leggat,Back Row,Forwards
Old Haileyburians (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Old Haileyburians,H,18,5,W,Chris May-Miller,,,8,Connor Leggat,Back Row,Forwards
Haywards Heath (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Haywards Heath,A,5,33,L,Ryland Thomas,Sam Spriddell,,8,Connor Leggat,Back Row,Forwards
Weybridge Vandals (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Weybridge Vandals,H,14,20,L,Chris May-Miller,,,8,Connor Leggat,Back Row,Forwards
Twickenham (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Twickenham,H,10,47,L,Chris May-Miller,,,8,Dan Billin,Back Row,Forwards
KCS Old Boys (A),1st,2024/25,Counties 1 Surrey/Sussex,League,KCS Old Boys,A,22,27,L,John Peaty,Sam Spriddell,,8,Tom Mooney,Back Row,Forwards
Hove (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Hove,A,11,18,L,Chris May-Miller,John Peaty,,8,Tom Mooney,Back Row,Forwards
Eastbourne (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Eastbourne,H,14,15,L,Ryland Thomas,Chris May-Miller,,8,Connor Leggat,Back Row,Forwards
Croydon (H),2nd,2021/22,Friendly,Friendly,Croydon,H,34,12,W,Ben Watkinson,Jordan Hollis,,8,Ben Watkinson,Back Row,Forwards
Worthing Azurians (H),2nd,2021/22,Friendly,Friendly,Worthing Azurians,H,12,31,L,Ben Watkinson,Chris Taylor,,8,Ben Watkinson,Back Row,Forwards
Royals (H),2nd,2021/22,Sussex 3,League,Royals,H,24,27,L,Ben Watkinson,Jordan Hollis,,8,Ben Watkinson,Back Row,Forwards
Newick (A),2nd,2021/22,Sussex 3,League,Newick,A,43,10,W,Ben Watkinson,Richard Dodgson,,8,Alex Jackson,Back Row,Forwards
Brighton & SM (H),2nd,2021/22,Sussex 3,League,Brighton & SM,H,58,26,W,Ben Watkinson,Richard Dodgson,,8,Ben Watkinson,Back Row,Forwards
Hove 3rd XV (A),2nd,2021/22,Friendly,Friendly,Hove 3rd XV,A,22,29,L,Ben Watkinson,,,8,Ben Watkinson,Back Row,Forwards
Crowborough (A),2nd,2021/22,Sussex 3,League,Crowborough,A,25,5,W,Richard Dodgson,George Beet,,8,Tao Benn,Back Row,Forwards
Midhurst (A),2nd,2021/22,Sussex 3,League,Midhurst,A,29,0,W,Ali Moffatt,Pete Morley,,8,Tim Morris,Back Row,Forwards
Rye (H),2nd,2021/22,Sussex 3,League,Rye,H,20,12,W,Ben Watkinson,Ali Moffatt,,8,Ben Watkinson,Back Row,Forwards
Horsham III (A),2nd,2021/22,Sussex 3,League,Horsham III,A,15,22,L,Ben Watkinson,,,8,Ben Watkinson,Back Row,Forwards
Crawley II (H),2nd,2021/22,Sussex 3,League,Crawley II,H,23,13,W,Ben Watkinson,Andy Blackmore,,8,Ben Watkinson,Back Row,Forwards
Midhurst (H),2nd,2021/22,Sussex 3,League,Midhurst,H,24,5,W,Ben Watkinson,Andy Blackmore,,8,Ben Watkinson,Back Row,Forwards
Horsham III (H),2nd,2021/22,Sussex 3,League,Horsham III,H,22,0,W,Ali Moffatt,Toby Rowe,,8,Tom Halligey,Back Row,Forwards
Rye (A),2nd,2021/22,Sussex 3,League,Rye,A,32,10,W,Ben Watkinson,Toby Rowe,,8,Ben Watkinson,Back Row,Forwards
Crawley II (A),2nd,2021/22,Sussex 3,League,Crawley II,A,38,20,W,Ben Watkinson,Matt Marriott,,8,Ben Watkinson,Back Row,Forwards
St Francis (H),2nd,2021/22,Friendly,Friendly,St Francis,H,46,24,W,,,,8,Owen Peel,Back Row,Forwards
Rye (H)2,2nd,2021/22,Sussex Vase,Cup,Rye,H,52,10,W,Ali Moffatt,,,8,Dan Billin,Back Row,Forwards
Hove III (A),2nd,2021/22,Sussex Vase,Cup,Hove III,A,29,20,W,Toby Rowe,Ben Watkinson,,8,Dan Billin,Back Row,Forwards
Haywards Heath (H),2nd,2022/23,Friendly,Friendly,Haywards Heath,H,12,55,L,Ben Watkinson,,,8,Ben Watkinson,Back Row,Forwards
Eastbourne (H),2nd,2022/23,Counties 4 Sussex,League,Eastbourne,H,21,20,W,Ben Watkinson,Sam Spriddell,,8,Ben Watkinson,Back Row,Forwards
Uckfield (A),2nd,2022/23,Counties 4 Sussex,League,Uckfield,A,21,17,W,Ben Watkinson,Richard Dodgson,,8,Ben Watkinson,Back Row,Forwards
St Francis (H),2nd,2022/23,Counties 4 Sussex,League,St Francis,H,17,17,D,Richard Dodgson,Ben Watkinson,,8,Charlie Pullen,Back Row,Forwards
Heathfield & Waldron (A),2nd,2022/23,Counties 4 Sussex,League,Heathfield & Waldron,A,7,22,L,Ben Watkinson,,,8,Ben Watkinson,Back Row,Forwards
Crowborough (H),2nd,2022/23,Friendly,Friendly,Crowborough,H,43,19,W,Ben Watkinson,James Jenkins,,8,Ben Saunders,Back Row,Forwards
Eastbourne (A),2nd,2022/23,Counties 4 Sussex,League,Eastbourne,A,24,39,L,Ben Watkinson,,,8,Connor Leggat,Back Row,Forwards
St Francis (A),2nd,2022/23,Counties 4 Sussex,League,St Francis,A,38,19,W,Ben Watkinson,,,8,Dan Billin,Back Row,Forwards
Uckfield (H),2nd,2022/23,Counties 4 Sussex,League,Uckfield,H,52,10,W,Ben Watkinson,,,8,Tom Halligey,Back Row,Forwards
Heathfield & Waldron (H),2nd,2022/23,Counties 4 Sussex,League,Heathfield & Waldron,H,17,32,L,Ben Watkinson,Richard Dodgson,,8,Ben Watkinson,Back Row,Forwards
Hove (A),2nd,2022/23,Counties 4 Sussex,League,Hove,A,24,57,L,Ben Watkinson,,,8,Tom Halligey,Back Row,Forwards
Pulborough (H),2nd,2022/23,Sussex Vase,Cup,Pulborough,H,19,26,L,Richard Dodgson,,,8,Or Shay,Back Row,Forwards
Uckfield (A),2nd,2023/24,Friendly,Friendly,Uckfield,A,32,26,W,Mark Oliver,,,8,Charlie Pullen,Back Row,Forwards
Shoreham (H),2nd,2023/24,Counties 4 Sussex,League,Shoreham,H,63,0,W,Ben Watkinson,Jack Andrews,,8,Or Shay,Back Row,Forwards
Holbrook (A),2nd,2023/24,Counties 4 Sussex,League,Holbrook,A,52,19,W,Ryan Morlen,Tim Morris,,8,Charlie Pullen,Back Row,Forwards
St Francis (H),2nd,2023/24,Counties 4 Sussex,League,St Francis,H,24,7,W,Mark Oliver,Tim Morris,,8,Charlie Pullen,Back Row,Forwards
Newick (A),2nd,2023/24,Counties 4 Sussex,League,Newick,A,25,10,W,Ben Watkinson,Jack Andrews,,8,Charlie Pullen,Back Row,Forwards
Uckfield (A)2,2nd,2023/24,Counties 4 Sussex,League,Uckfield,A,80,0,W,Ben Watkinson,Mark Oliver,,8,Archie Vickers,Back Row,Forwards
Hellingly (H),2nd,2023/24,Counties 4 Sussex,League,Hellingly,H,34,0,W,Ben Watkinson,James Funnell,,8,Ben Watkinson,Back Row,Forwards
Shoreham (A),2nd,2023/24,Friendly,Friendly,Shoreham,A,36,14,W,Ben Watkinson,Archie Vickers,,8,Archie Vickers,Back Row,Forwards
Heathfield & Waldron (H),2nd,2023/24,Counties 4 Sussex,League,Heathfield & Waldron,H,20,10,W,Ben Watkinson,,,8,Charlie Pullen,Back Row,Forwards
Crowborough (H),2nd,2023/24,Counties 4 Sussex,League,Crowborough,H,10,7,W,Ben Watkinson,Max Crawley-Moore,,8,Archie Vickers,Back Row,Forwards
Hellingly (A),2nd,2023/24,Counties 4 Sussex,League,Hellingly,A,48,14,W,Max Crawley-Moore,,,8,Charlie Pullen,Back Row,Forwards
Newick (H),2nd,2023/24,Counties 4 Sussex,League,Newick,H,31,7,W,Ben Watkinson,Max Crawley-Moore,,8,Charlie Pullen,Back Row,Forwards
West Sussex Emergency Services (H),2nd,2023/24,Friendly,Friendly,West Sussex Emergency Services,H,7,0,W,,,,8,Dan Arnold,Back Row,Forwards
Littlehampton (A),2nd,2023/24,Counties 4 Sussex,League,Littlehampton,A,43,5,W,Ben Watkinson,Max Crawley-Moore,,8,Archie Vickers,Back Row,Forwards
Midhurst (A),2nd,2023/24,Counties 4 Sussex,League,Midhurst,A,29,17,W,Ben Watkinson,Max Crawley-Moore,,8,Daan Hulst,Back Row,Forwards
Warlingham (H),2nd,2024/25,Friendly,Friendly,Warlingham,H,24,21,W,Pete Morley,George Beet,Sam Lindsay-McCall,8,Tom Byron,Back Row,Forwards
Haywards Heath (H),2nd,2024/25,Counties 3 Sussex,League,Haywards Heath,H,53,5,W,George Beet,,,8,Tom Byron,Back Row,Forwards
Barns Green (H),2nd,2024/25,Counties 3 Sussex,League,Barns Green,H,24,31,L,Tim Morris,,,8,Tom Mooney,Back Row,Forwards
Jersey Royals (A),2nd,2024/25,Counties 3 Sussex,League,Jersey Royals,A,18,31,L,,,,8,Or Shay,Back Row,Forwards
Eastbourne (H),2nd,2024/25,Counties 3 Sussex,League,Eastbourne,H,29,22,W,John Peaty,,,8,Daan Hulst,Back Row,Forwards
Eastbourne (A),2nd,2024/25,Friendly,Friendly,Eastbourne,A,26,19,W,Pete Morley,,,8,Daan Hulst,Back Row,Forwards
Old Rutlishians (H),2nd,2024/25,Friendly,Friendly,Old Rutlishians,H,7,24,L,Pete Morley,,,8,Or Shay,Back Row,Forwards
Newick (A),2nd,2024/25,Counties 3 Sussex,League,Newick,A,27,10,W,Pete Morley,,,8,Or Shay,Back Row,Forwards
Horsham (A),2nd,2024/25,Counties 3 Sussex,League,Horsham,A,7,41,L,Pete Morley,,,8,Or Shay,Back Row,Forwards
Barns Green (A),2nd,2024/25,Counties 3 Sussex,League,Barns Green,A,0,27,L,Pete Morley,,,8,Aaron Boczek,Back Row,Forwards
Haywards Heath (A),2nd,2024/25,Counties 3 Sussex,League,Haywards Heath,A,5,26,L,George Beet,,,8,Rory Evans,Back Row,Forwards
Burgess Hill (H),2nd,2024/25,Counties 3 Sussex,League,Burgess Hill,H,15,8,W,Max Crawley-Moore,,,8,Josh Weaver,Back Row,Forwards
Eastbourne (A)2,2nd,2024/25,Counties 3 Sussex,League,Eastbourne,A,10,35,L,Max Crawley-Moore,,,8,Or Shay,Back Row,Forwards
Jersey Royals (H),2nd,2024/25,Counties 3 Sussex,League,Jersey Royals,H,27,17,W,Rory Evans,,,8,Or Shay,Back Row,Forwards
Crawley (H),1st,2021/22,Friendly,Friendly,Crawley,H,34,12,W,Jack Andrews,James Funnell,,9,Tom Hicks,Scrum Half,Backs
University of Brighton (A),1st,2021/22,Friendly,Friendly,University of Brighton,A,0,43,L,Jack Andrews,James Funnell,,9,Tom Hicks,Scrum Half,Backs
